author,reviewer,Feedback,Time,Assignment,Round,,,
D1011264,D1035899,有,9/29/2022 23:18,HW1,2,,,
D1012323,D1050855,,9/26/2022 17:51,HW1,1,,,
D1012323,D1050855,,9/26/2022 17:51,HW1,1,,,
D1012323,D1050855,,9/26/2022 17:51,HW1,1,,,
D1012323,D1050855,,9/26/2022 17:51,HW1,1,,,
D1012323,D1050855,,9/26/2022 17:51,HW1,1,,,
D1012323,D1050855,,9/26/2022 17:51,HW1,1,,,
D1012323,D1050855,NULL,NULL,HW1,2,,,
D1018467,D1050869,有,9/27/2022 20:33,HW1,1,,,
D1018467,D1050869,沒有符合google style,9/27/2022 20:33,HW1,1,,,
D1018467,D1050869,有,9/27/2022 20:33,HW1,1,,,
D1018467,D1050869,有,9/27/2022 20:33,HW1,1,,,
D1018467,D1050869,有,9/27/2022 20:33,HW1,1,,,
D1018467,D1050869,沒有寫javadoc,9/27/2022 20:33,HW1,1,,,
D1018467,D1050869,NULL,NULL,HW1,2,,,
D1018508,D1050927,good,9/26/2022 21:22,HW1,1,,,
D1018508,D1050927,good,9/26/2022 21:22,HW1,1,,,
D1018508,D1050927,good,9/26/2022 21:22,HW1,1,,,
D1018508,D1050927,good,9/26/2022 21:22,HW1,1,,,
D1018508,D1050927,good,9/26/2022 21:22,HW1,1,,,
D1018508,D1050927,good,9/26/2022 21:22,HW1,1,,,
D1018508,D1050927,,9/30/2022 16:33,HW1,2,,,
D1018508,D1050927,,9/30/2022 16:33,HW1,2,,,
D1018508,D1050927,,9/30/2022 16:33,HW1,2,,,
D1018508,D1050927,,9/30/2022 16:33,HW1,2,,,
D1018508,D1050927,,9/30/2022 16:33,HW1,2,,,
D1018508,D1050927,,9/30/2022 16:33,HW1,2,,,
D1018525,D1050957,你寫的很棒~,9/26/2022 17:57,HW1,1,,,
D1018525,D1050957,,9/26/2022 17:57,HW1,1,,,
D1018525,D1050957,,9/26/2022 17:57,HW1,1,,,
D1018525,D1050957,,9/26/2022 17:57,HW1,1,,,
D1018525,D1050957,,9/26/2022 17:57,HW1,1,,,
D1018525,D1050957,沒有打JavaDoc喔!,9/26/2022 17:57,HW1,1,,,
D1018525,D1050957,你寫得很棒喲!,9/30/2022 14:24,HW1,2,,,
D1018525,D1050957,,9/30/2022 14:24,HW1,2,,,
D1018525,D1050957,,9/30/2022 14:24,HW1,2,,,
D1018525,D1050957,,9/30/2022 14:24,HW1,2,,,
D1018525,D1050957,,9/30/2022 14:24,HW1,2,,,
D1018525,D1050957,,9/30/2022 14:24,HW1,2,,,
D1018572,D1050988,"有符合題目要求print出Hello World!""""",9/26/2022 19:41,HW1,1,,,
D1018572,D1050988,排版整齊,9/26/2022 19:41,HW1,1,,,
D1018572,D1050988,Pass,9/26/2022 19:41,HW1,1,,,
D1018572,D1050988,Pass,9/26/2022 19:41,HW1,1,,,
D1018572,D1050988,Pass,9/26/2022 19:41,HW1,1,,,
D1018572,D1050988,符合，註解可以打上跟程式碼相關的說明,9/26/2022 19:41,HW1,1,,,
D1018572,D1050988,Good 有印出Hello World!,9/29/2022 2:59,HW1,2,,,
D1018572,D1050988,Good 有整齊,9/29/2022 2:59,HW1,2,,,
D1018572,D1050988,Good,9/29/2022 2:59,HW1,2,,,
D1018572,D1050988,Good,9/29/2022 2:59,HW1,2,,,
D1018572,D1050988,Good,9/29/2022 2:59,HW1,2,,,
D1018572,D1050988,Good 註解有符合規範 內容可以改成跟程式碼相關的註解說明,9/29/2022 2:59,HW1,2,,,
D1018599,D1051015,是,9/27/2022 22:27,HW1,1,,,
D1018599,D1051015,不符合規定,9/27/2022 22:27,HW1,1,,,
D1018599,D1051015,無,9/27/2022 22:27,HW1,1,,,
D1018599,D1051015,無,9/27/2022 22:27,HW1,1,,,
D1018599,D1051015,無,9/27/2022 22:27,HW1,1,,,
D1018599,D1051015,未寫,9/27/2022 22:27,HW1,1,,,
D1018599,D1051015,NULL,NULL,HW1,2,,,
D1018600,D1051028,讚,9/26/2022 17:57,HW1,1,,,
D1018600,D1051028,整齊但tab沒有照規定,9/26/2022 17:57,HW1,1,,,
D1018600,D1051028,是,9/26/2022 17:57,HW1,1,,,
D1018600,D1051028,是,9/26/2022 17:57,HW1,1,,,
D1018600,D1051028,是,9/26/2022 17:57,HW1,1,,,
D1018600,D1051028,沒有寫javadoc,9/26/2022 17:57,HW1,1,,,
D1018600,D1051028,是，讚喔,9/30/2022 23:04,HW1,2,,,
D1018600,D1051028,是,9/30/2022 23:04,HW1,2,,,
D1018600,D1051028,是,9/30/2022 23:04,HW1,2,,,
D1018600,D1051028,是,9/30/2022 23:04,HW1,2,,,
D1018600,D1051028,是,9/30/2022 23:04,HW1,2,,,
D1018600,D1051028,是,9/30/2022 23:04,HW1,2,,,
D1018627,D1051058,少一個驚嘆號，下一次注意一點,9/26/2022 20:41,HW1,1,,,
D1018627,D1051058,非常整齊，格式也正確,9/26/2022 20:41,HW1,1,,,
D1018627,D1051058,是,9/26/2022 20:41,HW1,1,,,
D1018627,D1051058,是,9/26/2022 20:41,HW1,1,,,
D1018627,D1051058,是,9/26/2022 20:41,HW1,1,,,
D1018627,D1051058,下次注意要記得寫,9/26/2022 20:41,HW1,1,,,
D1018627,D1051058,完美,9/30/2022 0:04,HW1,2,,,
D1018627,D1051058,排的很好，沒有缺點,9/30/2022 0:04,HW1,2,,,
D1018627,D1051058,完美,9/30/2022 0:04,HW1,2,,,
D1018627,D1051058,完美,9/30/2022 0:04,HW1,2,,,
D1018627,D1051058,完美,9/30/2022 0:04,HW1,2,,,
D1018627,D1051058,寫得很好,9/30/2022 0:04,HW1,2,,,
D1018631,D1051062,讚,9/27/2022 18:22,HW1,1,,,
D1018631,D1051062,是,9/27/2022 18:22,HW1,1,,,
D1018631,D1051062,ok,9/27/2022 18:22,HW1,1,,,
D1018631,D1051062,ok,9/27/2022 18:22,HW1,1,,,
D1018631,D1051062,ok,9/27/2022 18:22,HW1,1,,,
D1018631,D1051062,沒有 記得加喔~~,9/27/2022 18:22,HW1,1,,,
D1018631,D1051062,讚,9/30/2022 13:54,HW1,2,,,
D1018631,D1051062,是,9/30/2022 13:54,HW1,2,,,
D1018631,D1051062,ok,9/30/2022 13:54,HW1,2,,,
D1018631,D1051062,ok,9/30/2022 13:54,HW1,2,,,
D1018631,D1051062,ok,9/30/2022 13:54,HW1,2,,,
D1018631,D1051062,讚,9/30/2022 13:54,HW1,2,,,
D1018661,D1051089,"是，正確的印出了Hello World!""。""",9/26/2022 20:03,HW1,1,,,
D1018661,D1051089,是，排版符合規定。,9/26/2022 20:03,HW1,1,,,
D1018661,D1051089,是，變數宣告符合規定。,9/26/2022 20:03,HW1,1,,,
D1018661,D1051089,是，類別命名符合規定。,9/26/2022 20:03,HW1,1,,,
D1018661,D1051089,是，方法命名符合規定。,9/26/2022 20:03,HW1,1,,,
D1018661,D1051089,是，有JavaDoc且符合規定。,9/26/2022 20:03,HW1,1,,,
D1018661,D1051089,是。,9/29/2022 8:25,HW1,2,,,
D1018661,D1051089,是，排版非常整齊。,9/29/2022 8:25,HW1,2,,,
D1018661,D1051089,是。,9/29/2022 8:25,HW1,2,,,
D1018661,D1051089,是。,9/29/2022 8:25,HW1,2,,,
D1018661,D1051089,是。,9/29/2022 8:25,HW1,2,,,
D1018661,D1051089,是。,9/29/2022 8:25,HW1,2,,,
D1018703,D1051118,是,9/26/2022 17:56,HW1,1,,,
D1018703,D1051118,是,9/26/2022 17:56,HW1,1,,,
D1018703,D1051118,是,9/26/2022 17:56,HW1,1,,,
D1018703,D1051118,是,9/26/2022 17:56,HW1,1,,,
D1018703,D1051118,是,9/26/2022 17:56,HW1,1,,,
D1018703,D1051118,沒有JavaDoc,9/26/2022 17:56,HW1,1,,,
D1018703,D1051118,是,9/29/2022 22:46,HW1,2,,,
D1018703,D1051118,是,9/29/2022 22:46,HW1,2,,,
D1018703,D1051118,是,9/29/2022 22:46,HW1,2,,,
D1018703,D1051118,是,9/29/2022 22:46,HW1,2,,,
D1018703,D1051118,是,9/29/2022 22:46,HW1,2,,,
D1018703,D1051118,是,9/29/2022 22:46,HW1,2,,,
D1018720,D1051121,印出Hello World!  少印出了!,9/27/2022 1:10,HW1,1,,,
D1018720,D1051121,,9/27/2022 1:10,HW1,1,,,
D1018720,D1051121,,9/27/2022 1:10,HW1,1,,,
D1018720,D1051121,,9/27/2022 1:10,HW1,1,,,
D1018720,D1051121,,9/27/2022 1:10,HW1,1,,,
D1018720,D1051121,,9/27/2022 1:10,HW1,1,,,
D1018720,D1051121,,9/30/2022 15:01,HW1,2,,,
D1018720,D1051121,,9/30/2022 15:01,HW1,2,,,
D1018720,D1051121,,9/30/2022 15:01,HW1,2,,,
D1018720,D1051121,,9/30/2022 15:01,HW1,2,,,
D1018720,D1051121,,9/30/2022 15:01,HW1,2,,,
D1018720,D1051121,,9/30/2022 15:01,HW1,2,,,
D1030965,D1051151,沒有打程式,9/27/2022 19:53,HW1,1,,,
D1030965,D1051151,,9/27/2022 19:53,HW1,1,,,
D1030965,D1051151,,9/27/2022 19:53,HW1,1,,,
D1030965,D1051151,,9/27/2022 19:53,HW1,1,,,
D1030965,D1051151,,9/27/2022 19:53,HW1,1,,,
D1030965,D1051151,沒有符合JavaDoc規範,9/27/2022 19:53,HW1,1,,,
D1030965,D1051151,nice,9/29/2022 22:59,HW1,2,,,
D1030965,D1051151,nice,9/29/2022 22:59,HW1,2,,,
D1030965,D1051151,nice,9/29/2022 22:59,HW1,2,,,
D1030965,D1051151,nice,9/29/2022 22:59,HW1,2,,,
D1030965,D1051151,nice,9/29/2022 22:59,HW1,2,,,
D1030965,D1051151,nice,9/29/2022 22:59,HW1,2,,,
D1030978,D1051210,很棒喔,9/26/2022 19:29,HW1,1,,,
D1030978,D1051210,蘇胡,9/26/2022 19:29,HW1,1,,,
D1030978,D1051210,,9/26/2022 19:29,HW1,1,,,
D1030978,D1051210,,9/26/2022 19:29,HW1,1,,,
D1030978,D1051210,,9/26/2022 19:29,HW1,1,,,
D1030978,D1051210,要記得寫JavaDoc喔><,9/26/2022 19:29,HW1,1,,,
D1030978,D1051210,,9/29/2022 0:55,HW1,2,,,
D1030978,D1051210,,9/29/2022 0:55,HW1,2,,,
D1030978,D1051210,,9/29/2022 0:55,HW1,2,,,
D1030978,D1051210,,9/29/2022 0:55,HW1,2,,,
D1030978,D1051210,,9/29/2022 0:55,HW1,2,,,
D1030978,D1051210,,9/29/2022 0:55,HW1,2,,,
D1035899,D1051253,,9/26/2022 20:04,HW1,1,,,
D1035899,D1051253,,9/26/2022 20:04,HW1,1,,,
D1035899,D1051253,,9/26/2022 20:04,HW1,1,,,
D1035899,D1051253,,9/26/2022 20:04,HW1,1,,,
D1035899,D1051253,,9/26/2022 20:04,HW1,1,,,
D1035899,D1051253,沒寫java doc,9/26/2022 20:04,HW1,1,,,
D1035899,D1051253,,9/30/2022 9:58,HW1,2,,,
D1035899,D1051253,,9/30/2022 9:58,HW1,2,,,
D1035899,D1051253,,9/30/2022 9:58,HW1,2,,,
D1035899,D1051253,,9/30/2022 9:58,HW1,2,,,
D1035899,D1051253,,9/30/2022 9:58,HW1,2,,,
D1035899,D1051253,沒問題,9/30/2022 9:58,HW1,2,,,
D1050855,D1051267,Hello world 沒有打驚嘆號,9/26/2022 18:43,HW1,1,,,
D1050855,D1051267,有整齊，好閱讀,9/26/2022 18:43,HW1,1,,,
D1050855,D1051267,,9/26/2022 18:43,HW1,1,,,
D1050855,D1051267,,9/26/2022 18:43,HW1,1,,,
D1050855,D1051267,,9/26/2022 18:43,HW1,1,,,
D1050855,D1051267,沒有寫JavaDoc,9/26/2022 18:43,HW1,1,,,
D1050855,D1051267,有完成,9/30/2022 1:50,HW1,2,,,
D1050855,D1051267,有整齊,9/30/2022 1:50,HW1,2,,,
D1050855,D1051267,,9/30/2022 1:50,HW1,2,,,
D1050855,D1051267,,9/30/2022 1:50,HW1,2,,,
D1050855,D1051267,,9/30/2022 1:50,HW1,2,,,
D1050855,D1051267,沒有寫javadoc,9/30/2022 1:50,HW1,2,,,
D1050869,D1051312,是,9/26/2022 17:58,HW1,1,,,
D1050869,D1051312,是,9/26/2022 17:58,HW1,1,,,
D1050869,D1051312,是,9/26/2022 17:58,HW1,1,,,
D1050869,D1051312,是,9/26/2022 17:58,HW1,1,,,
D1050869,D1051312,是,9/26/2022 17:58,HW1,1,,,
D1050869,D1051312,沒有寫,9/26/2022 17:58,HW1,1,,,
D1050869,D1051312,讚喔,9/30/2022 9:54,HW1,2,,,
D1050869,D1051312,讚喔,9/30/2022 9:54,HW1,2,,,
D1050869,D1051312,讚喔,9/30/2022 9:54,HW1,2,,,
D1050869,D1051312,讚喔,9/30/2022 9:54,HW1,2,,,
D1050869,D1051312,讚喔,9/30/2022 9:54,HW1,2,,,
D1050869,D1051312,讚喔,9/30/2022 9:54,HW1,2,,,
D1050927,D1051428,,9/27/2022 10:19,HW1,1,,,
D1050927,D1051428,,9/27/2022 10:19,HW1,1,,,
D1050927,D1051428,,9/27/2022 10:19,HW1,1,,,
D1050927,D1051428,,9/27/2022 10:19,HW1,1,,,
D1050927,D1051428,,9/27/2022 10:19,HW1,1,,,
D1050927,D1051428,"沒有用到javaDoc
",9/27/2022 10:19,HW1,1,,,
D1050927,D1051428,NULL,NULL,HW1,2,,,
D1050957,D1051458,NULL,NULL,HW1,1,,,
D1050957,D1051458,NULL,NULL,HW1,2,,,
D1050988,D1051489,,9/26/2022 17:52,HW1,1,,,
D1050988,D1051489,,9/26/2022 17:52,HW1,1,,,
D1050988,D1051489,,9/26/2022 17:52,HW1,1,,,
D1050988,D1051489,,9/26/2022 17:52,HW1,1,,,
D1050988,D1051489,,9/26/2022 17:52,HW1,1,,,
D1050988,D1051489,,9/26/2022 17:52,HW1,1,,,
D1050988,D1051489,NULL,NULL,HW1,2,,,
D1051015,D1051492,沒有印出東西,9/26/2022 17:48,HW1,1,,,
D1051015,D1051492,,9/26/2022 17:48,HW1,1,,,
D1051015,D1051492,,9/26/2022 17:48,HW1,1,,,
D1051015,D1051492,,9/26/2022 17:48,HW1,1,,,
D1051015,D1051492,,9/26/2022 17:48,HW1,1,,,
D1051015,D1051492,沒有打Java Doc,9/26/2022 17:48,HW1,1,,,
D1051015,D1051492,NULL,NULL,HW1,2,,,
D1051028,D1051517,是，做得好,9/26/2022 18:43,HW1,1,,,
D1051028,D1051517,否，未按照規則排版,9/26/2022 18:43,HW1,1,,,
D1051028,D1051517,是，做得好,9/26/2022 18:43,HW1,1,,,
D1051028,D1051517,是，做得好,9/26/2022 18:43,HW1,1,,,
D1051028,D1051517,是，做得好,9/26/2022 18:43,HW1,1,,,
D1051028,D1051517,否，並沒有輸入Java Doc,9/26/2022 18:43,HW1,1,,,
D1051028,D1051517,是，做得好,9/29/2022 15:23,HW1,2,,,
D1051028,D1051517,是，已完成更正,9/29/2022 15:23,HW1,2,,,
D1051028,D1051517,是，做得好,9/29/2022 15:23,HW1,2,,,
D1051028,D1051517,是，做得好,9/29/2022 15:23,HW1,2,,,
D1051028,D1051517,是，做得好,9/29/2022 15:23,HW1,2,,,
D1051028,D1051517,是，已完成更正,9/29/2022 15:23,HW1,2,,,
D1051058,D1051550,是,9/26/2022 17:52,HW1,1,,,
D1051058,D1051550,整齊,9/26/2022 17:52,HW1,1,,,
D1051058,D1051550,是,9/26/2022 17:52,HW1,1,,,
D1051058,D1051550,是,9/26/2022 17:52,HW1,1,,,
D1051058,D1051550,有,9/26/2022 17:52,HW1,1,,,
D1051058,D1051550,有,9/26/2022 17:52,HW1,1,,,
D1051058,D1051550,NULL,NULL,HW1,2,,,
D1051062,D1051564,是，很棒,9/26/2022 20:46,HW1,1,,,
D1051062,D1051564,整齊且乾淨,9/26/2022 20:46,HW1,1,,,
D1051062,D1051564,符合標準，很好,9/26/2022 20:46,HW1,1,,,
D1051062,D1051564,有符合,9/26/2022 20:46,HW1,1,,,
D1051062,D1051564,是，很好,9/26/2022 20:46,HW1,1,,,
D1051062,D1051564,不符合,9/26/2022 20:46,HW1,1,,,
D1051062,D1051564,Good Job!,10/1/2022 23:17,HW1,2,,,
D1051062,D1051564,Good Job!,10/1/2022 23:17,HW1,2,,,
D1051062,D1051564,Good Job!,10/1/2022 23:17,HW1,2,,,
D1051062,D1051564,Good Job!,10/1/2022 23:17,HW1,2,,,
D1051062,D1051564,Good Job!,10/1/2022 23:17,HW1,2,,,
D1051062,D1051564,Good Job!,10/1/2022 23:17,HW1,2,,,
D1051089,D1051594,是。做得好java人。,9/26/2022 20:22,HW1,1,,,
D1051089,D1051594,是。做得好java人。,9/26/2022 20:22,HW1,1,,,
D1051089,D1051594,是。畢竟沒變數。,9/26/2022 20:22,HW1,1,,,
D1051089,D1051594,是。畢竟沒類別。,9/26/2022 20:22,HW1,1,,,
D1051089,D1051594,是。畢竟沒命名。,9/26/2022 20:22,HW1,1,,,
D1051089,D1051594,是。做得好java人。,9/26/2022 20:22,HW1,1,,,
D1051089,D1051594,沒有像我忘記訂正，做得好java人,9/30/2022 15:04,HW1,2,,,
D1051089,D1051594,沒有像我忘記訂正，做得好java人,9/30/2022 15:04,HW1,2,,,
D1051089,D1051594,沒有像我忘記訂正，做得好java人,9/30/2022 15:04,HW1,2,,,
D1051089,D1051594,沒有像我忘記訂正，做得好java人,9/30/2022 15:04,HW1,2,,,
D1051089,D1051594,沒有像我忘記訂正，做得好java人,9/30/2022 15:04,HW1,2,,,
D1051089,D1051594,沒有像我忘記訂正，做得好java人,9/30/2022 15:04,HW1,2,,,
D1051118,D1051619,good,9/26/2022 22:56,HW1,1,,,
D1051118,D1051619,很棒,9/26/2022 22:56,HW1,1,,,
D1051118,D1051619,很好,9/26/2022 22:56,HW1,1,,,
D1051118,D1051619,讚喔,9/26/2022 22:56,HW1,1,,,
D1051118,D1051619,棒ㄟ,9/26/2022 22:56,HW1,1,,,
D1051118,D1051619,"main函式的註解少了傳入參數的說明""""",9/26/2022 22:56,HW1,1,,,
D1051118,D1051619,NULL,NULL,HW1,2,,,
D1051121,D1051622,有,9/27/2022 23:26,HW1,1,,,
D1051121,D1051622,空格要空正確喔,9/27/2022 23:26,HW1,1,,,
D1051121,D1051622,有,9/27/2022 23:26,HW1,1,,,
D1051121,D1051622,有,9/27/2022 23:26,HW1,1,,,
D1051121,D1051622,是,9/27/2022 23:26,HW1,1,,,
D1051121,D1051622,要用styel check來檢查,9/27/2022 23:26,HW1,1,,,
D1051121,D1051622,有,10/1/2022 17:03,HW1,2,,,
D1051121,D1051622,空格要注意,10/1/2022 17:03,HW1,2,,,
D1051121,D1051622,是,10/1/2022 17:03,HW1,2,,,
D1051121,D1051622,是,10/1/2022 17:03,HW1,2,,,
D1051121,D1051622,是,10/1/2022 17:03,HW1,2,,,
D1051121,D1051622,沒有加註解,10/1/2022 17:03,HW1,2,,,
D1051151,D1051652,有符合~,9/26/2022 19:39,HW1,1,,,
D1051151,D1051652,讚喔,9/26/2022 19:39,HW1,1,,,
D1051151,D1051652,本題不需用到變數,9/26/2022 19:39,HW1,1,,,
D1051151,D1051652,PASS,9/26/2022 19:39,HW1,1,,,
D1051151,D1051652,PASS,9/26/2022 19:39,HW1,1,,,
D1051151,D1051652,沒有使用到註解!,9/26/2022 19:39,HW1,1,,,
D1051151,D1051652,棒,9/29/2022 2:44,HW1,2,,,
D1051151,D1051652,讚,9/29/2022 2:44,HW1,2,,,
D1051151,D1051652,水喔,9/29/2022 2:44,HW1,2,,,
D1051151,D1051652,NICE喔,9/29/2022 2:44,HW1,2,,,
D1051151,D1051652,聰明!,9/29/2022 2:44,HW1,2,,,
D1051151,D1051652,OH YEAH!,9/29/2022 2:44,HW1,2,,,
D1051210,D1051666,PASS,9/27/2022 19:58,HW1,1,,,
D1051210,D1051666,整齊，但縮排可以更符合google規範,9/27/2022 19:58,HW1,1,,,
D1051210,D1051666,pass,9/27/2022 19:58,HW1,1,,,
D1051210,D1051666,pass,9/27/2022 19:58,HW1,1,,,
D1051210,D1051666,pass,9/27/2022 19:58,HW1,1,,,
D1051210,D1051666,不符合JavaDoc ，可以去看助教第41頁,9/27/2022 19:58,HW1,1,,,
D1051210,D1051666,PASS,9/29/2022 13:28,HW1,2,,,
D1051210,D1051666,不太整齊，例:public兩個大括號應該要統一,9/29/2022 13:28,HW1,2,,,
D1051210,D1051666,PASS,9/29/2022 13:28,HW1,2,,,
D1051210,D1051666,PASS,9/29/2022 13:28,HW1,2,,,
D1051210,D1051666,PASS,9/29/2022 13:28,HW1,2,,,
D1051210,D1051666,每個public都要有JavaDoc,9/29/2022 13:28,HW1,2,,,
D1051253,D1051683,,9/26/2022 20:00,HW1,1,,,
D1051253,D1051683,,9/26/2022 20:00,HW1,1,,,
D1051253,D1051683,,9/26/2022 20:00,HW1,1,,,
D1051253,D1051683,,9/26/2022 20:00,HW1,1,,,
D1051253,D1051683,,9/26/2022 20:00,HW1,1,,,
D1051253,D1051683,,9/26/2022 20:00,HW1,1,,,
D1051253,D1051683,NULL,NULL,HW1,2,,,
D1051267,D1051712,,9/26/2022 21:54,HW1,1,,,
D1051267,D1051712,,9/26/2022 21:54,HW1,1,,,
D1051267,D1051712,,9/26/2022 21:54,HW1,1,,,
D1051267,D1051712,,9/26/2022 21:54,HW1,1,,,
D1051267,D1051712,,9/26/2022 21:54,HW1,1,,,
D1051267,D1051712,少一個註解，另外有寫的註解少一個*,9/26/2022 21:54,HW1,1,,,
D1051267,D1051712,NULL,NULL,HW1,2,,,
D1051312,D1051769,是,9/26/2022 17:59,HW1,1,,,
D1051312,D1051769,是,9/26/2022 17:59,HW1,1,,,
D1051312,D1051769,是,9/26/2022 17:59,HW1,1,,,
D1051312,D1051769,是,9/26/2022 17:59,HW1,1,,,
D1051312,D1051769,是,9/26/2022 17:59,HW1,1,,,
D1051312,D1051769,沒有java doc,9/26/2022 17:59,HW1,1,,,
D1051312,D1051769,NULL,NULL,HW1,2,,,
D1051428,D1051786,,9/26/2022 20:51,HW1,1,,,
D1051428,D1051786,,9/26/2022 20:51,HW1,1,,,
D1051428,D1051786,,9/26/2022 20:51,HW1,1,,,
D1051428,D1051786,,9/26/2022 20:51,HW1,1,,,
D1051428,D1051786,,9/26/2022 20:51,HW1,1,,,
D1051428,D1051786,,9/26/2022 20:51,HW1,1,,,
D1051428,D1051786,,9/29/2022 20:17,HW1,2,,,
D1051428,D1051786,,9/29/2022 20:17,HW1,2,,,
D1051428,D1051786,,9/29/2022 20:17,HW1,2,,,
D1051428,D1051786,,9/29/2022 20:17,HW1,2,,,
D1051428,D1051786,,9/29/2022 20:17,HW1,2,,,
D1051428,D1051786,,9/29/2022 20:17,HW1,2,,,
D1051458,D1051799,是,9/26/2022 20:57,HW1,1,,,
D1051458,D1051799,否，排版未依照google規範,9/26/2022 20:57,HW1,1,,,
D1051458,D1051799,是,9/26/2022 20:57,HW1,1,,,
D1051458,D1051799,是,9/26/2022 20:57,HW1,1,,,
D1051458,D1051799,是,9/26/2022 20:57,HW1,1,,,
D1051458,D1051799,否,9/26/2022 20:57,HW1,1,,,
D1051458,D1051799,是,10/1/2022 20:08,HW1,2,,,
D1051458,D1051799,是,10/1/2022 20:08,HW1,2,,,
D1051458,D1051799,是,10/1/2022 20:08,HW1,2,,,
D1051458,D1051799,是,10/1/2022 20:08,HW1,2,,,
D1051458,D1051799,是,10/1/2022 20:08,HW1,2,,,
D1051458,D1051799,否，缺少Javadco,10/1/2022 20:08,HW1,2,,,
D1051489,D1051827,有符合題目要求,9/29/2022 17:30,HW1,1,,,
D1051489,D1051827,"整齊，但不符合Google規範
TAB須改用space*2",9/29/2022 17:30,HW1,1,,,
D1051489,D1051827,無變數需命名,9/29/2022 17:30,HW1,1,,,
D1051489,D1051827,無類別需命名,9/29/2022 17:30,HW1,1,,,
D1051489,D1051827,無方法需命名,9/29/2022 17:30,HW1,1,,,
D1051489,D1051827,程式內無JavaDoc,9/29/2022 17:30,HW1,1,,,
D1051489,D1051827,有符合要求,9/29/2022 19:36,HW1,2,,,
D1051489,D1051827,一行，非常整齊簡潔,9/29/2022 19:36,HW1,2,,,
D1051489,D1051827,非常好,9/29/2022 19:36,HW1,2,,,
D1051489,D1051827,太厲害了,9/29/2022 19:36,HW1,2,,,
D1051489,D1051827,超棒,9/29/2022 19:36,HW1,2,,,
D1051489,D1051827,很神奇地合乎規格...,9/29/2022 19:36,HW1,2,,,
D1051492,D1051861,"是, what a fucking good code",9/26/2022 22:17,HW1,1,,,
D1051492,D1051861,是,9/26/2022 22:17,HW1,1,,,
D1051492,D1051861,是,9/26/2022 22:17,HW1,1,,,
D1051492,D1051861,是,9/26/2022 22:17,HW1,1,,,
D1051492,D1051861,是,9/26/2022 22:17,HW1,1,,,
D1051492,D1051861,否,9/26/2022 22:17,HW1,1,,,
D1051492,D1051861,NULL,NULL,HW1,2,,,
D1051517,D1051916,有欸！,9/26/2022 23:38,HW1,1,,,
D1051517,D1051916,有！你好猛！是我第一個評到有按照規定排版的！,9/26/2022 23:38,HW1,1,,,
D1051517,D1051916,有欸！,9/26/2022 23:38,HW1,1,,,
D1051517,D1051916,有！,9/26/2022 23:38,HW1,1,,,
D1051517,D1051916,這個也有！,9/26/2022 23:38,HW1,1,,,
D1051517,D1051916,來不及寫對不對QQ記得補上！,9/26/2022 23:38,HW1,1,,,
D1051517,D1051916,很棒！,9/29/2022 20:38,HW1,2,,,
D1051517,D1051916,很棒！,9/29/2022 20:38,HW1,2,,,
D1051517,D1051916,很棒！,9/29/2022 20:38,HW1,2,,,
D1051517,D1051916,很棒！,9/29/2022 20:38,HW1,2,,,
D1051517,D1051916,很棒！,9/29/2022 20:38,HW1,2,,,
D1051517,D1051916,很棒！,9/29/2022 20:38,HW1,2,,,
D1051550,D1051929,"是,但如果加上'!'會更好",9/27/2022 19:51,HW1,1,,,
D1051550,D1051929,"是,且使用google checks也完全沒有問題 超厲害",9/27/2022 19:51,HW1,1,,,
D1051550,D1051929,是,9/27/2022 19:51,HW1,1,,,
D1051550,D1051929,是,9/27/2022 19:51,HW1,1,,,
D1051550,D1051929,是,9/27/2022 19:51,HW1,1,,,
D1051550,D1051929,"是,完全符合 詳細好理解",9/27/2022 19:51,HW1,1,,,
D1051550,D1051929,NULL,NULL,HW1,2,,,
D1051564,D1051959,有，很棒。,9/26/2022 21:00,HW1,1,,,
D1051564,D1051959,是，很好。,9/26/2022 21:00,HW1,1,,,
D1051564,D1051959,是。,9/26/2022 21:00,HW1,1,,,
D1051564,D1051959,是。,9/26/2022 21:00,HW1,1,,,
D1051564,D1051959,是。,9/26/2022 21:00,HW1,1,,,
D1051564,D1051959,開頭和內部缺少Javadoc,9/26/2022 21:00,HW1,1,,,
D1051564,D1051959,GREAT!,9/30/2022 22:46,HW1,2,,,
D1051564,D1051959,GREAT!,9/30/2022 22:46,HW1,2,,,
D1051564,D1051959,GREAT!,9/30/2022 22:46,HW1,2,,,
D1051564,D1051959,GREAT!,9/30/2022 22:46,HW1,2,,,
D1051564,D1051959,GREAT!,9/30/2022 22:46,HW1,2,,,
D1051564,D1051959,GREAT!,9/30/2022 22:46,HW1,2,,,
D1051594,D1072770,NULL,NULL,HW1,1,,,
D1051594,D1072770,NULL,NULL,HW1,2,,,
D1051619,D1073027,good,9/30/2022 19:48,HW1,1,,,
D1051619,D1073027,good,9/30/2022 19:48,HW1,1,,,
D1051619,D1073027,good,9/30/2022 19:48,HW1,1,,,
D1051619,D1073027,good,9/30/2022 19:48,HW1,1,,,
D1051619,D1073027,good,9/30/2022 19:48,HW1,1,,,
D1051619,D1073027,good,9/30/2022 19:48,HW1,1,,,
D1051619,D1073027,NULL,NULL,HW1,2,,,
D1051622,D1076758,沒有符合,9/26/2022 23:14,HW1,1,,,
