author,reviewer,feedback,Time,Assignment,Round
D1050855,D1051267,,9/26/2022 15:45,HW1,1
D1050855,D1051267,,9/26/2022 17:29,HW1,1
D1050855,D1051267,,10/12/2022 23:49,HW1,1
D1050855,D1051267,,10/12/2022 23:54,HW1,1
D1050855,D1051267,,9/26/2022 15:45,HW1,1
D1050855,D1051267,,9/26/2022 17:29,HW1,1
D1050855,D1051267,,10/12/2022 23:49,HW1,1
D1050855,D1051267,,10/12/2022 23:54,HW1,1
D1050855,D1051267,,9/26/2022 15:45,HW1,1
D1050855,D1051267,,9/26/2022 17:29,HW1,1
D1050855,D1051267,,10/12/2022 23:49,HW1,1
D1050855,D1051267,,10/12/2022 23:54,HW1,1
D1050855,D1051267,沒有寫JavaDoc,9/26/2022 15:45,HW1,1
D1050855,D1051267,沒有寫JavaDoc,9/26/2022 17:29,HW1,1
D1050855,D1051267,沒有寫JavaDoc,10/12/2022 23:49,HW1,1
D1050855,D1051267,沒有寫JavaDoc,10/12/2022 23:54,HW1,1
D0751292,D1018661,要print出 Hello World!,9/26/2022 15:45,HW1,1
D0751292,D1018661,要print出 Hello World!,9/27/2022 10:27,HW1,1
D0751292,D1018661,要print出 Hello World!,9/27/2022 10:30,HW1,1
D0751292,D1018661,要print出 Hello World!,9/29/2022 14:17,HW1,1
D0751292,D1018661,要print出 Hello World!,9/29/2022 14:30,HW1,1
D0751292,D1018661,,9/26/2022 15:45,HW1,1
D0751292,D1018661,,9/27/2022 10:27,HW1,1
D0751292,D1018661,,9/27/2022 10:30,HW1,1
D0751292,D1018661,,9/29/2022 14:17,HW1,1
D0751292,D1018661,,9/29/2022 14:30,HW1,1
D0751292,D1018661,,9/26/2022 15:45,HW1,1
D0751292,D1018661,,9/27/2022 10:27,HW1,1
D0751292,D1018661,,9/27/2022 10:30,HW1,1
D0751292,D1018661,,9/29/2022 14:17,HW1,1
D0751292,D1018661,,9/29/2022 14:30,HW1,1
D0751292,D1018661,,9/26/2022 15:45,HW1,1
D0751292,D1018661,,9/27/2022 10:27,HW1,1
D0751292,D1018661,,9/27/2022 10:30,HW1,1
D0751292,D1018661,,9/29/2022 14:17,HW1,1
D0751292,D1018661,,9/29/2022 14:30,HW1,1
D0751292,D1018661,,9/26/2022 15:45,HW1,1
D0751292,D1018661,,9/27/2022 10:27,HW1,1
D0751292,D1018661,,9/27/2022 10:30,HW1,1
D0751292,D1018661,,9/29/2022 14:17,HW1,1
D0751292,D1018661,,9/29/2022 14:30,HW1,1
D0751292,D1018661,,9/26/2022 15:45,HW1,1
D0751292,D1018661,,9/27/2022 10:27,HW1,1
D0751292,D1018661,,9/27/2022 10:30,HW1,1
D0751292,D1018661,,9/29/2022 14:17,HW1,1
D0751292,D1018661,,9/29/2022 14:30,HW1,1
D0843601,D1018661,,9/26/2022 15:45,HW1,1
D0843601,D1018661,,9/26/2022 17:32,HW1,1
D0843601,D1018661,,9/27/2022 18:23,HW1,1
D0843601,D1018661,要打上註解,9/26/2022 15:45,HW1,1
D0843601,D1018661,要打上註解,9/26/2022 17:32,HW1,1
D0843601,D1018661,要打上註解,9/27/2022 18:23,HW1,1
D0843601,D1018661,,9/26/2022 15:45,HW1,1
D0843601,D1018661,,9/26/2022 17:32,HW1,1
D0843601,D1018661,,9/27/2022 18:23,HW1,1
D0843601,D1018661,,9/26/2022 15:45,HW1,1
D0843601,D1018661,,9/26/2022 17:32,HW1,1
D0843601,D1018661,,9/27/2022 18:23,HW1,1
D0843601,D1018661,,9/26/2022 15:45,HW1,1
D0843601,D1018661,,9/26/2022 17:32,HW1,1
D0843601,D1018661,,9/27/2022 18:23,HW1,1
D0843601,D1018661,,9/26/2022 15:45,HW1,1
D0843601,D1018661,,9/26/2022 17:32,HW1,1
D0843601,D1018661,,9/27/2022 18:23,HW1,1
D0785683,D1018661,要print出 Hello World!,9/26/2022 15:45,HW1,1
D0785683,D1018661,要print出 Hello World!,9/26/2022 18:04,HW1,1
D0785683,D1018661,要print出 Hello World!,9/28/2022 23:29,HW1,1
D0785683,D1018661,,9/26/2022 15:45,HW1,1
D0785683,D1018661,,9/26/2022 18:04,HW1,1
D0785683,D1018661,,9/28/2022 23:29,HW1,1
D0785683,D1018661,,9/26/2022 15:45,HW1,1
D0785683,D1018661,,9/26/2022 18:04,HW1,1
D0785683,D1018661,,9/28/2022 23:29,HW1,1
D0785683,D1018661,,9/26/2022 15:45,HW1,1
D0785683,D1018661,,9/26/2022 18:04,HW1,1
D0785683,D1018661,,9/28/2022 23:29,HW1,1
D0785683,D1018661,,9/26/2022 15:45,HW1,1
D0785683,D1018661,,9/26/2022 18:04,HW1,1
D0785683,D1018661,,9/28/2022 23:29,HW1,1
D0785683,D1018661,,9/26/2022 15:45,HW1,1
D0785683,D1018661,,9/26/2022 18:04,HW1,1
D0785683,D1018661,,9/28/2022 23:29,HW1,1
D1051622,D1076789,很棒,9/26/2022 15:45,HW1,1
D1051622,D1076789,很棒,9/26/2022 17:36,HW1,1
D1051622,D1076789,很棒,9/28/2022 23:24,HW1,1
D1051622,D1076789,記得要先用checkstyle檢查,9/26/2022 15:45,HW1,1
D1051622,D1076789,記得要先用checkstyle檢查,9/26/2022 17:36,HW1,1
D1051622,D1076789,記得要先用checkstyle檢查,9/28/2022 23:24,HW1,1
D1051622,D1076789,很棒,9/26/2022 15:45,HW1,1
D1051622,D1076789,很棒,9/26/2022 17:36,HW1,1
D1051622,D1076789,很棒,9/28/2022 23:24,HW1,1
D1051622,D1076789,很棒,9/26/2022 15:45,HW1,1
D1051622,D1076789,很棒,9/26/2022 17:36,HW1,1
D1051622,D1076789,很棒,9/28/2022 23:24,HW1,1
D1051622,D1076789,很棒,9/26/2022 15:45,HW1,1
D1051622,D1076789,很棒,9/26/2022 17:36,HW1,1
D1051622,D1076789,很棒,9/28/2022 23:24,HW1,1
D1051622,D1076789,記得要寫註解~,9/26/2022 15:45,HW1,1
D1051622,D1076789,記得要寫註解~,9/26/2022 17:36,HW1,1
D1051622,D1076789,記得要寫註解~,9/28/2022 23:24,HW1,1
D1051652,D1076789,很棒,9/26/2022 15:45,HW1,1
D1051652,D1076789,很棒,9/26/2022 17:34,HW1,1
D1051652,D1076789,很棒,9/27/2022 21:21,HW1,1
D1051652,D1076789,完美,9/26/2022 15:45,HW1,1
D1051652,D1076789,完美,9/26/2022 17:34,HW1,1
D1051652,D1076789,完美,9/27/2022 21:21,HW1,1
D1051652,D1076789,good,9/26/2022 15:45,HW1,1
D1051652,D1076789,good,9/26/2022 17:34,HW1,1
D1051652,D1076789,good,9/27/2022 21:21,HW1,1
D1051652,D1076789,超強,9/26/2022 15:45,HW1,1
D1051652,D1076789,超強,9/26/2022 17:34,HW1,1
D1051652,D1076789,超強,9/27/2022 21:21,HW1,1
D1051652,D1076789,優秀,9/26/2022 15:45,HW1,1
D1051652,D1076789,優秀,9/26/2022 17:34,HW1,1
D1051652,D1076789,優秀,9/27/2022 21:21,HW1,1
D1051652,D1076789,100分,9/26/2022 15:45,HW1,1
D1051652,D1076789,100分,9/26/2022 17:34,HW1,1
D1051652,D1076789,100分,9/27/2022 21:21,HW1,1
D1051712,D1090494,,9/26/2022 15:45,HW1,1
D1051712,D1090494,,9/26/2022 17:34,HW1,1
D1051712,D1090494,,9/26/2022 18:03,HW1,1
D1051712,D1090494,,9/26/2022 15:45,HW1,1
D1051712,D1090494,,9/26/2022 17:34,HW1,1
D1051712,D1090494,,9/26/2022 18:03,HW1,1
D1051712,D1090494,,9/26/2022 15:45,HW1,1
D1051712,D1090494,,9/26/2022 17:34,HW1,1
D1051712,D1090494,,9/26/2022 18:03,HW1,1
D1051712,D1090494,,9/26/2022 15:45,HW1,1
D1051712,D1090494,,9/26/2022 17:34,HW1,1
D1051712,D1090494,,9/26/2022 18:03,HW1,1
D1051712,D1090494,,9/26/2022 15:45,HW1,1
D1051712,D1090494,,9/26/2022 17:34,HW1,1
D1051712,D1090494,,9/26/2022 18:03,HW1,1
D1051712,D1090494,,9/26/2022 15:45,HW1,1
D1051712,D1090494,,9/26/2022 17:34,HW1,1
D1051712,D1090494,,9/26/2022 18:03,HW1,1
D1018720,D1051210,有欸你好棒,9/26/2022 15:45,HW1,1
D1018720,D1051210,有欸你好棒,9/26/2022 17:34,HW1,1
D1018720,D1051210,有欸你好棒,9/28/2022 15:50,HW1,1
D1018720,D1051210,版面好漂亮><,9/26/2022 15:45,HW1,1
D1018720,D1051210,版面好漂亮><,9/26/2022 17:34,HW1,1
D1018720,D1051210,版面好漂亮><,9/28/2022 15:50,HW1,1
D1018720,D1051210,很棒喔,9/26/2022 15:45,HW1,1
D1018720,D1051210,很棒喔,9/26/2022 17:34,HW1,1
D1018720,D1051210,很棒喔,9/28/2022 15:50,HW1,1
D1018720,D1051210,很棒喔,9/26/2022 15:45,HW1,1
D1018720,D1051210,很棒喔,9/26/2022 17:34,HW1,1
D1018720,D1051210,很棒喔,9/28/2022 15:50,HW1,1
D1018720,D1051210,很棒喔,9/26/2022 15:45,HW1,1
D1018720,D1051210,很棒喔,9/26/2022 17:34,HW1,1
D1018720,D1051210,很棒喔,9/28/2022 15:50,HW1,1
D1018720,D1051210,程式碼一清二楚好棒>///<,9/26/2022 15:45,HW1,1
D1018720,D1051210,程式碼一清二楚好棒>///<,9/26/2022 17:34,HW1,1
D1018720,D1051210,程式碼一清二楚好棒>///<,9/28/2022 15:50,HW1,1
D1051769,D1090494,,9/26/2022 15:45,HW1,1
D1051769,D1090494,,9/26/2022 17:32,HW1,1
D1051769,D1090494,,9/26/2022 20:34,HW1,1
D1051769,D1090494,,9/26/2022 15:45,HW1,1
D1051769,D1090494,,9/26/2022 17:32,HW1,1
D1051769,D1090494,,9/26/2022 20:34,HW1,1
D1051769,D1090494,,9/26/2022 15:45,HW1,1
D1051769,D1090494,,9/26/2022 17:32,HW1,1
D1051769,D1090494,,9/26/2022 20:34,HW1,1
D1051769,D1090494,,9/26/2022 15:45,HW1,1
D1051769,D1090494,,9/26/2022 17:32,HW1,1
D1051769,D1090494,,9/26/2022 20:34,HW1,1
D1051769,D1090494,,9/26/2022 15:45,HW1,1
D1051769,D1090494,,9/26/2022 17:32,HW1,1
D1051769,D1090494,,9/26/2022 20:34,HW1,1
D1051769,D1090494,,9/26/2022 15:45,HW1,1
D1051769,D1090494,,9/26/2022 17:32,HW1,1
D1051769,D1090494,,9/26/2022 20:34,HW1,1
D1030965,D1051210,要記得print出Hello World喔><,9/26/2022 15:45,HW1,1
D1030965,D1051210,要記得print出Hello World喔><,9/26/2022 17:34,HW1,1
D1030965,D1051210,要記得print出Hello World喔><,9/28/2022 21:39,HW1,1
D1030965,D1051210,要記得print出Hello World喔><,9/28/2022 21:42,HW1,1
D1030965,D1051210,ㄜ...畢竟你沒變動到原始code(?,9/26/2022 15:45,HW1,1
D1030965,D1051210,ㄜ...畢竟你沒變動到原始code(?,9/26/2022 17:34,HW1,1
D1030965,D1051210,ㄜ...畢竟你沒變動到原始code(?,9/28/2022 21:39,HW1,1
D1030965,D1051210,ㄜ...畢竟你沒變動到原始code(?,9/28/2022 21:42,HW1,1
D1030965,D1051210,,9/26/2022 15:45,HW1,1
D1030965,D1051210,,9/26/2022 17:34,HW1,1
D1030965,D1051210,,9/28/2022 21:39,HW1,1
D1030965,D1051210,,9/28/2022 21:42,HW1,1
D1030965,D1051210,,9/26/2022 15:45,HW1,1
D1030965,D1051210,,9/26/2022 17:34,HW1,1
D1030965,D1051210,,9/28/2022 21:39,HW1,1
D1030965,D1051210,,9/28/2022 21:42,HW1,1
D1030965,D1051210,,9/26/2022 15:45,HW1,1
D1030965,D1051210,,9/26/2022 17:34,HW1,1
D1030965,D1051210,,9/28/2022 21:39,HW1,1
D1030965,D1051210,,9/28/2022 21:42,HW1,1
D1030965,D1051210,要記得寫JavaDoc喔~~,9/26/2022 15:45,HW1,1
D1030965,D1051210,要記得寫JavaDoc喔~~,9/26/2022 17:34,HW1,1
D1030965,D1051210,要記得寫JavaDoc喔~~,9/28/2022 21:39,HW1,1
D1030965,D1051210,要記得寫JavaDoc喔~~,9/28/2022 21:42,HW1,1
D1051786,D1090494,,9/26/2022 15:45,HW1,1
D1051786,D1090494,,9/26/2022 17:31,HW1,1
D1051786,D1090494,,9/26/2022 15:45,HW1,1
D1051786,D1090494,,9/26/2022 17:31,HW1,1
D1051786,D1090494,,9/26/2022 15:45,HW1,1
D1051786,D1090494,,9/26/2022 17:31,HW1,1
D1051786,D1090494,,9/26/2022 15:45,HW1,1
D1051786,D1090494,,9/26/2022 17:31,HW1,1
D1051786,D1090494,,9/26/2022 15:45,HW1,1
D1051786,D1090494,,9/26/2022 17:31,HW1,1
D1051786,D1090494,沒有JavaDoc,9/26/2022 15:45,HW1,1
D1051786,D1090494,沒有JavaDoc,9/26/2022 17:31,HW1,1
D1090434,D1011264,是的~,9/26/2022 15:45,HW1,1
D1090434,D1011264,是的~,9/26/2022 17:33,HW1,1
D1090434,D1011264,是的~,9/26/2022 17:37,HW1,1
D1090434,D1011264,是的~,9/28/2022 11:48,HW1,1
D1090434,D1011264,沒縮到排喔~,9/26/2022 15:45,HW1,1
D1090434,D1011264,沒縮到排喔~,9/26/2022 17:33,HW1,1
D1090434,D1011264,沒縮到排喔~,9/26/2022 17:37,HW1,1
D1090434,D1011264,沒縮到排喔~,9/28/2022 11:48,HW1,1
D1090434,D1011264,這次似乎不需要？,9/26/2022 15:45,HW1,1
D1090434,D1011264,這次似乎不需要？,9/26/2022 17:33,HW1,1
D1090434,D1011264,這次似乎不需要？,9/26/2022 17:37,HW1,1
D1090434,D1011264,這次似乎不需要？,9/28/2022 11:48,HW1,1
D1090434,D1011264,有符合！,9/26/2022 15:45,HW1,1
D1090434,D1011264,有符合！,9/26/2022 17:33,HW1,1
D1090434,D1011264,有符合！,9/26/2022 17:37,HW1,1
D1090434,D1011264,有符合！,9/28/2022 11:48,HW1,1
D1090434,D1011264,是的是的！,9/26/2022 15:45,HW1,1
D1090434,D1011264,是的是的！,9/26/2022 17:33,HW1,1
D1090434,D1011264,是的是的！,9/26/2022 17:37,HW1,1
D1090434,D1011264,是的是的！,9/28/2022 11:48,HW1,1
D1090434,D1011264,你有記得耶QAQ，我忘了，你好棒！,9/26/2022 15:45,HW1,1
D1090434,D1011264,你有記得耶QAQ，我忘了，你好棒！,9/26/2022 17:33,HW1,1
D1090434,D1011264,你有記得耶QAQ，我忘了，你好棒！,9/26/2022 17:37,HW1,1
D1090434,D1011264,你有記得耶QAQ，我忘了，你好棒！,9/28/2022 11:48,HW1,1
D1018508,D1050988,很棒,9/26/2022 15:45,HW1,1
D1018508,D1050988,很棒,9/26/2022 17:38,HW1,1
D1018508,D1050988,很棒,9/26/2022 21:11,HW1,1
D1018508,D1050988,很整齊,9/26/2022 15:45,HW1,1
D1018508,D1050988,很整齊,9/26/2022 17:38,HW1,1
D1018508,D1050988,很整齊,9/26/2022 21:11,HW1,1
D1018508,D1050988,很棒,9/26/2022 15:45,HW1,1
D1018508,D1050988,很棒,9/26/2022 17:38,HW1,1
D1018508,D1050988,很棒,9/26/2022 21:11,HW1,1
D1018508,D1050988,很棒,9/26/2022 15:45,HW1,1
D1018508,D1050988,很棒,9/26/2022 17:38,HW1,1
D1018508,D1050988,很棒,9/26/2022 21:11,HW1,1
D1018508,D1050988,很棒,9/26/2022 15:45,HW1,1
D1018508,D1050988,很棒,9/26/2022 17:38,HW1,1
D1018508,D1050988,很棒,9/26/2022 21:11,HW1,1
D1018508,D1050988,很棒,9/26/2022 15:45,HW1,1
D1018508,D1050988,很棒,9/26/2022 17:38,HW1,1
D1018508,D1050988,很棒,9/26/2022 21:11,HW1,1
D1030978,D1051210,很棒喔,9/26/2022 15:45,HW1,1
D1030978,D1051210,很棒喔,9/26/2022 18:04,HW1,1
D1030978,D1051210,很棒喔,9/28/2022 15:46,HW1,1
D1030978,D1051210,蘇胡,9/26/2022 15:45,HW1,1
D1030978,D1051210,蘇胡,9/26/2022 18:04,HW1,1
D1030978,D1051210,蘇胡,9/28/2022 15:46,HW1,1
D1030978,D1051210,,9/26/2022 15:45,HW1,1
D1030978,D1051210,,9/26/2022 18:04,HW1,1
D1030978,D1051210,,9/28/2022 15:46,HW1,1
D1030978,D1051210,,9/26/2022 15:45,HW1,1
D1030978,D1051210,,9/26/2022 18:04,HW1,1
D1030978,D1051210,,9/28/2022 15:46,HW1,1
D1030978,D1051210,,9/26/2022 15:45,HW1,1
D1030978,D1051210,,9/26/2022 18:04,HW1,1
D1030978,D1051210,,9/28/2022 15:46,HW1,1
D1030978,D1051210,要記得寫JavaDoc喔><,9/26/2022 15:45,HW1,1
D1030978,D1051210,要記得寫JavaDoc喔><,9/26/2022 18:04,HW1,1
D1030978,D1051210,要記得寫JavaDoc喔><,9/28/2022 15:46,HW1,1
D1051121,D1051652,可印出Hello Word!,9/26/2022 15:45,HW1,1
D1051121,D1051652,可印出Hello Word!,9/26/2022 17:36,HW1,1
D1051121,D1051652,下面TAB的地方要記得改成 2 spaces~,9/26/2022 15:45,HW1,1
D1051121,D1051652,下面TAB的地方要記得改成 2 spaces~,9/26/2022 17:36,HW1,1
D1051121,D1051652,本次作業無需使用變數的部分,9/26/2022 15:45,HW1,1
D1051121,D1051652,本次作業無需使用變數的部分,9/26/2022 17:36,HW1,1
D1051121,D1051652,PASS,9/26/2022 15:45,HW1,1
D1051121,D1051652,PASS,9/26/2022 17:36,HW1,1
D1051121,D1051652,PASS,9/26/2022 15:45,HW1,1
D1051121,D1051652,PASS,9/26/2022 17:36,HW1,1
D1051121,D1051652,沒有使用註解!,9/26/2022 15:45,HW1,1
D1051121,D1051652,沒有使用註解!,9/26/2022 17:36,HW1,1
D1018525,D1050988,"有符合題目要求print出Hello World!""""",9/26/2022 15:45,HW1,1
D1018525,D1050988,"有符合題目要求print出Hello World!""""",9/26/2022 17:31,HW1,1
D1018525,D1050988,"有符合題目要求print出Hello World!""""",9/28/2022 11:18,HW1,1
D1018525,D1050988,排版整齊,9/26/2022 15:45,HW1,1
D1018525,D1050988,排版整齊,9/26/2022 17:31,HW1,1
D1018525,D1050988,排版整齊,9/28/2022 11:18,HW1,1
D1018525,D1050988,Pass,9/26/2022 15:45,HW1,1
D1018525,D1050988,Pass,9/26/2022 17:31,HW1,1
D1018525,D1050988,Pass,9/28/2022 11:18,HW1,1
D1018525,D1050988,Pass,9/26/2022 15:45,HW1,1
D1018525,D1050988,Pass,9/26/2022 17:31,HW1,1
D1018525,D1050988,Pass,9/28/2022 11:18,HW1,1
D1018525,D1050988,Pass,9/26/2022 15:45,HW1,1
D1018525,D1050988,Pass,9/26/2022 17:31,HW1,1
D1018525,D1050988,Pass,9/28/2022 11:18,HW1,1
D1018525,D1050988,沒有附上註解,9/26/2022 15:45,HW1,1
D1018525,D1050988,沒有附上註解,9/26/2022 17:31,HW1,1
D1018525,D1050988,沒有附上註解,9/28/2022 11:18,HW1,1
D1051151,D1051652,有符合~,9/26/2022 15:45,HW1,1
D1051151,D1051652,有符合~,9/26/2022 17:30,HW1,1
D1051151,D1051652,有符合~,9/28/2022 10:16,HW1,1
D1051151,D1051652,讚喔,9/26/2022 15:45,HW1,1
D1051151,D1051652,讚喔,9/26/2022 17:30,HW1,1
D1051151,D1051652,讚喔,9/28/2022 10:16,HW1,1
D1051151,D1051652,本題不需用到變數,9/26/2022 15:45,HW1,1
D1051151,D1051652,本題不需用到變數,9/26/2022 17:30,HW1,1
D1051151,D1051652,本題不需用到變數,9/28/2022 10:16,HW1,1
D1051151,D1051652,PASS,9/26/2022 15:45,HW1,1
D1051151,D1051652,PASS,9/26/2022 17:30,HW1,1
D1051151,D1051652,PASS,9/28/2022 10:16,HW1,1
D1051151,D1051652,PASS,9/26/2022 15:45,HW1,1
D1051151,D1051652,PASS,9/26/2022 17:30,HW1,1
D1051151,D1051652,PASS,9/28/2022 10:16,HW1,1
D1051151,D1051652,沒有使用到註解!,9/26/2022 15:45,HW1,1
D1051151,D1051652,沒有使用到註解!,9/26/2022 17:30,HW1,1
D1051151,D1051652,沒有使用到註解!,9/28/2022 10:16,HW1,1
D1018572,D1050988,"有符合題目要求print出Hello World!""""",9/26/2022 15:45,HW1,1
D1018572,D1050988,"有符合題目要求print出Hello World!""""",9/26/2022 17:31,HW1,1
D1018572,D1050988,"有符合題目要求print出Hello World!""""",9/26/2022 17:36,HW1,1
D1018572,D1050988,"有符合題目要求print出Hello World!""""",9/26/2022 18:05,HW1,1
D1018572,D1050988,排版整齊,9/26/2022 15:45,HW1,1
D1018572,D1050988,排版整齊,9/26/2022 17:31,HW1,1
D1018572,D1050988,排版整齊,9/26/2022 17:36,HW1,1
D1018572,D1050988,排版整齊,9/26/2022 18:05,HW1,1
D1018572,D1050988,Pass,9/26/2022 15:45,HW1,1
D1018572,D1050988,Pass,9/26/2022 17:31,HW1,1
D1018572,D1050988,Pass,9/26/2022 17:36,HW1,1
D1018572,D1050988,Pass,9/26/2022 18:05,HW1,1
D1018572,D1050988,Pass,9/26/2022 15:45,HW1,1
D1018572,D1050988,Pass,9/26/2022 17:31,HW1,1
D1018572,D1050988,Pass,9/26/2022 17:36,HW1,1
D1018572,D1050988,Pass,9/26/2022 18:05,HW1,1
D1018572,D1050988,Pass,9/26/2022 15:45,HW1,1
D1018572,D1050988,Pass,9/26/2022 17:31,HW1,1
D1018572,D1050988,Pass,9/26/2022 17:36,HW1,1
D1018572,D1050988,Pass,9/26/2022 18:05,HW1,1
D1018572,D1050988,符合，註解可以打上跟程式碼相關的說明,9/26/2022 15:45,HW1,1
D1018572,D1050988,符合，註解可以打上跟程式碼相關的說明,9/26/2022 17:31,HW1,1
D1018572,D1050988,符合，註解可以打上跟程式碼相關的說明,9/26/2022 17:36,HW1,1
D1018572,D1050988,符合，註解可以打上跟程式碼相關的說明,9/26/2022 18:05,HW1,1
D0751292,D1018627,有,9/26/2022 15:45,HW1,1
D0751292,D1018627,有,9/27/2022 10:27,HW1,1
D0751292,D1018627,有,9/27/2022 10:30,HW1,1
D0751292,D1018627,有,9/29/2022 14:17,HW1,1
D0751292,D1018627,有,9/29/2022 14:30,HW1,1
D0751292,D1018627,有,9/26/2022 15:45,HW1,1
D0751292,D1018627,有,9/27/2022 10:27,HW1,1
D0751292,D1018627,有,9/27/2022 10:30,HW1,1
D0751292,D1018627,有,9/29/2022 14:17,HW1,1
D0751292,D1018627,有,9/29/2022 14:30,HW1,1
D0751292,D1018627,有,9/26/2022 15:45,HW1,1
D0751292,D1018627,有,9/27/2022 10:27,HW1,1
D0751292,D1018627,有,9/27/2022 10:30,HW1,1
D0751292,D1018627,有,9/29/2022 14:17,HW1,1
D0751292,D1018627,有,9/29/2022 14:30,HW1,1
D0751292,D1018627,有,9/26/2022 15:45,HW1,1
D0751292,D1018627,有,9/27/2022 10:27,HW1,1
D0751292,D1018627,有,9/27/2022 10:30,HW1,1
D0751292,D1018627,有,9/29/2022 14:17,HW1,1
D0751292,D1018627,有,9/29/2022 14:30,HW1,1
D0751292,D1018627,有,9/26/2022 15:45,HW1,1
D0751292,D1018627,有,9/27/2022 10:27,HW1,1
D0751292,D1018627,有,9/27/2022 10:30,HW1,1
D0751292,D1018627,有,9/29/2022 14:17,HW1,1
D0751292,D1018627,有,9/29/2022 14:30,HW1,1
D0751292,D1018627,有,9/26/2022 15:45,HW1,1
D0751292,D1018627,有,9/27/2022 10:27,HW1,1
D0751292,D1018627,有,9/27/2022 10:30,HW1,1
D0751292,D1018627,有,9/29/2022 14:17,HW1,1
D0751292,D1018627,有,9/29/2022 14:30,HW1,1
D1051058,D1051594,是。做得好java人。,9/26/2022 15:45,HW1,1
D1051058,D1051594,是。做得好java人。,9/26/2022 17:34,HW1,1
D1051058,D1051594,是。做得好java人。,9/26/2022 15:45,HW1,1
D1051058,D1051594,是。做得好java人。,9/26/2022 17:34,HW1,1
D1051058,D1051594,是。畢竟這次沒變數。,9/26/2022 15:45,HW1,1
D1051058,D1051594,是。畢竟這次沒變數。,9/26/2022 17:34,HW1,1
D1051058,D1051594,是。畢竟這次沒類別。,9/26/2022 15:45,HW1,1
D1051058,D1051594,是。畢竟這次沒類別。,9/26/2022 17:34,HW1,1
D1051058,D1051594,是。畢竟這次沒命名。,9/26/2022 15:45,HW1,1
D1051058,D1051594,是。畢竟這次沒命名。,9/26/2022 17:34,HW1,1
D1051058,D1051594,是。做得好java人。,9/26/2022 15:45,HW1,1
D1051058,D1051594,是。做得好java人。,9/26/2022 17:34,HW1,1
D1018627,D1051089,"否，沒有加 ! ""。""",9/26/2022 15:45,HW1,1
D1018627,D1051089,"否，沒有加 ! ""。""",9/26/2022 17:21,HW1,1
D1018627,D1051089,"否，沒有加 ! ""。""",9/28/2022 17:13,HW1,1
D1018627,D1051089,是，排版整齊。,9/26/2022 15:45,HW1,1
D1018627,D1051089,是，排版整齊。,9/26/2022 17:21,HW1,1
D1018627,D1051089,是，排版整齊。,9/28/2022 17:13,HW1,1
D1018627,D1051089,是，變數符合規定。,9/26/2022 15:45,HW1,1
D1018627,D1051089,是，變數符合規定。,9/26/2022 17:21,HW1,1
D1018627,D1051089,是，變數符合規定。,9/28/2022 17:13,HW1,1
D1018627,D1051089,是，類別命名符合規定。,9/26/2022 15:45,HW1,1
D1018627,D1051089,是，類別命名符合規定。,9/26/2022 17:21,HW1,1
D1018627,D1051089,是，類別命名符合規定。,9/28/2022 17:13,HW1,1
D1018627,D1051089,是，方法命名符合規定。,9/26/2022 15:45,HW1,1
D1018627,D1051089,是，方法命名符合規定。,9/26/2022 17:21,HW1,1
D1018627,D1051089,是，方法命名符合規定。,9/28/2022 17:13,HW1,1
D1018627,D1051089,否，沒有JavaDoc。,9/26/2022 15:45,HW1,1
D1018627,D1051089,否，沒有JavaDoc。,9/26/2022 17:21,HW1,1
D1018627,D1051089,否，沒有JavaDoc。,9/28/2022 17:13,HW1,1
D1010467,D1035899,YES,9/26/2022 15:45,HW1,1
D1010467,D1035899,YES,9/26/2022 17:30,HW1,1
D1010467,D1035899,YES,9/26/2022 17:30,HW1,1
D1010467,D1035899,縮排記得符合規範,9/26/2022 15:45,HW1,1
D1010467,D1035899,縮排記得符合規範,9/26/2022 17:30,HW1,1
D1010467,D1035899,縮排記得符合規範,9/26/2022 17:30,HW1,1
D1010467,D1035899,YES,9/26/2022 15:45,HW1,1
D1010467,D1035899,YES,9/26/2022 17:30,HW1,1
D1010467,D1035899,YES,9/26/2022 17:30,HW1,1
D1010467,D1035899,,9/26/2022 15:45,HW1,1
D1010467,D1035899,,9/26/2022 17:30,HW1,1
D1010467,D1035899,,9/26/2022 17:30,HW1,1
D1010467,D1035899,YES,9/26/2022 15:45,HW1,1
D1010467,D1035899,YES,9/26/2022 17:30,HW1,1
D1010467,D1035899,YES,9/26/2022 17:30,HW1,1
D1010467,D1035899,沒寫,9/26/2022 15:45,HW1,1
D1010467,D1035899,沒寫,9/26/2022 17:30,HW1,1
D1010467,D1035899,沒寫,9/26/2022 17:30,HW1,1
D1011175,D1035899,Y,9/26/2022 15:45,HW1,1
D1011175,D1035899,Y,9/26/2022 17:45,HW1,1
D1011175,D1035899,Y,9/26/2022 15:45,HW1,1
D1011175,D1035899,Y,9/26/2022 17:45,HW1,1
D1011175,D1035899,Y,9/26/2022 15:45,HW1,1
D1011175,D1035899,Y,9/26/2022 17:45,HW1,1
D1011175,D1035899,Y,9/26/2022 15:45,HW1,1
D1011175,D1035899,Y,9/26/2022 17:45,HW1,1
D1011175,D1035899,Y,9/26/2022 15:45,HW1,1
D1011175,D1035899,Y,9/26/2022 17:45,HW1,1
D1011175,D1035899,沒寫,9/26/2022 15:45,HW1,1
D1011175,D1035899,沒寫,9/26/2022 17:45,HW1,1
D1011264,D1035899,Y,9/26/2022 15:45,HW1,1
